Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Das ist der Fragetext 400,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 401,,unknown,not analyzed,
Das ist der Fragetext 402,,unknown,not analyzed,
Das ist der Fragetext 403,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 404,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 405,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 406,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 407,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 408,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 409,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 410,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 411,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 412,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 413,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 414,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 415,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 416,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 417,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 418,,unknown,not analyzed,
Das ist der Fragetext 419,,unknown,not analyzed,
Das ist der Fragetext 420,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 421,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 422,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 423,,unknown,not analyzed,
Das ist der Fragetext 424,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 425,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 426,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 427,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 428,,unknown,not analyzed,
Das ist der Fragetext 429,,unknown,not analyzed,
Das ist der Fragetext 430,,unknown,not analyzed,
Das ist der Fragetext 431,,unknown,not analyzed,
Das ist der Fragetext 432,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 433,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 434,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 435,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 436,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 437,,unknown,not analyzed,
Das ist der Fragetext 438,,unknown,not analyzed,
Das ist der Fragetext 439,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 440,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 441,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 442,,unknown,not analyzed,
Das ist der Fragetext 443,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 444,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 445,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 446,,unknown,not analyzed,
Das ist der Fragetext 447,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 448,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 449,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 450,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 451,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 452,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 453,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 454,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 455,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 456,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 457,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 458,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 459,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 460,,unknown,not analyzed,
Das ist der Fragetext 461,,unknown,not analyzed,
Das ist der Fragetext 462,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 463,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 464,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 465,,unknown,not analyzed,
Das ist der Fragetext 466,,unknown,not analyzed,
Das ist der Fragetext 467,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 468,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 469,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 470,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 471,,unknown,not analyzed,
Das ist der Fragetext 472,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 473,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 474,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 475,,unknown,not analyzed,
Das ist der Fragetext 476,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 477,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 478,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 479,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 480,,unknown,not analyzed,
Das ist der Fragetext 481,,unknown,not analyzed,
Das ist der Fragetext 482,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 483,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 484,,unknown,not analyzed,
Das ist der Fragetext 485,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 486,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 487,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 488,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 489,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 490,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 491,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 492,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 493,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 494,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 495,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 496,,unknown,not analyzed,
Das ist der Fragetext 497,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 498,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 499,,unknown,not analyzed,
Das ist der Fragetext 500,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 501,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 502,,unknown,not analyzed,
Das ist der Fragetext 503,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 504,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 505,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 506,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 507,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 508,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 509,,unknown,not analyzed,
Das ist der Fragetext 510,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 511,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 512,,unknown,not analyzed,
Das ist der Fragetext 513,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 514,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 515,,unknown,not analyzed,
Das ist der Fragetext 516,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 517,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 518,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 519,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 520,,unknown,not analyzed,
Das ist der Fragetext 521,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 522,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 523,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 524,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 525,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 526,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 527,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 528,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 529,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 530,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 531,,unknown,not analyzed,
Das ist der Fragetext 532,,unknown,not analyzed,
Das ist der Fragetext 533,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 534,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 535,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 536,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 537,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 538,,unknown,not analyzed,
Das ist der Fragetext 539,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 540,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 541,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 542,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 543,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 544,,unknown,not analyzed,
Das ist der Fragetext 545,,unknown,not analyzed,
Das ist der Fragetext 546,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 547,,unknown,not analyzed,
Das ist der Fragetext 548,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 549,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 550,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 551,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 552,,unknown,not analyzed,
Das ist der Fragetext 553,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 554,,unknown,not analyzed,
Das ist der Fragetext 555,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 556,,unknown,not analyzed,
Das ist der Fragetext 557,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 558,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 559,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 560,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 561,,unknown,not analyzed,
Das ist der Fragetext 562,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 563,,unknown,not analyzed,
Das ist der Fragetext 564,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 565,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 566,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 567,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 568,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 569,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 570,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 571,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 572,,unknown,not analyzed,
Das ist der Fragetext 573,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 574,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 575,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 576,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 577,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 578,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 579,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 580,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 581,,unknown,not analyzed,
Das ist der Fragetext 582,,unknown,not analyzed,
Das ist der Fragetext 583,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 584,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 585,,unknown,not analyzed,
Das ist der Fragetext 586,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 587,,unknown,not analyzed,
Das ist der Fragetext 588,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 589,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 590,,unknown,not analyzed,
Das ist der Fragetext 591,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 592,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 593,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 594,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 595,,unknown,not analyzed,
Das ist der Fragetext 596,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 597,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 598,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 599,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 600,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 601,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 602,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 603,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 604,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 605,,unknown,not analyzed,
Das ist der Fragetext 606,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 607,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 608,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 609,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 610,,unknown,not analyzed,
Das ist der Fragetext 611,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 612,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 613,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 614,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 615,,unknown,not analyzed,
Das ist der Fragetext 616,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 617,,unknown,not analyzed,
Das ist der Fragetext 618,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 619,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 620,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 621,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 622,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 623,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 624,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 625,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 626,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 627,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 628,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 629,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 630,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 631,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 632,,unknown,not analyzed,
Das ist der Fragetext 633,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 634,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 635,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 636,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 637,,unknown,not analyzed,
Das ist der Fragetext 638,,unknown,not analyzed,
Das ist der Fragetext 639,,unknown,not analyzed,
Das ist der Fragetext 640,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 641,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 642,,unknown,not analyzed,
Das ist der Fragetext 643,,unknown,not analyzed,
Das ist der Fragetext 644,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 645,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 646,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 647,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 648,,unknown,not analyzed,
Das ist der Fragetext 649,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 650,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 651,,unknown,not analyzed,
Das ist der Fragetext 652,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 653,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 654,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 655,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 656,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 657,,unknown,not analyzed,
Das ist der Fragetext 658,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 659,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 660,,unknown,not analyzed,
Das ist der Fragetext 661,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 662,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 663,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 664,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 665,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 666,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 667,,unknown,not analyzed,
Das ist der Fragetext 668,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 669,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 670,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 671,,unknown,not analyzed,
Das ist der Fragetext 672,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 673,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 674,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 675,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 676,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 677,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 678,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 679,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 680,,unknown,not analyzed,
Das ist der Fragetext 681,,unknown,not analyzed,
Das ist der Fragetext 682,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 683,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 684,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 685,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 686,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 687,,unknown,not analyzed,
Das ist der Fragetext 688,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 689,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 690,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 691,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 692,,unknown,not analyzed,
Das ist der Fragetext 693,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 694,,unknown,not analyzed,
Das ist der Fragetext 695,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 696,,unknown,not analyzed,
Das ist der Fragetext 697,,unknown,not analyzed,
Das ist der Fragetext 698,,unknown,not analyzed,
Das ist der Fragetext 699,,unknown,not analyzed,
Das ist der Fragetext 700,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 701,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 702,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 703,,unknown,not analyzed,
Das ist der Fragetext 704,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 705,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 706,,unknown,not analyzed,
Das ist der Fragetext 707,,unknown,not analyzed,
Das ist der Fragetext 708,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 709,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 710,,unknown,not analyzed,
Das ist der Fragetext 711,,unknown,not analyzed,
Das ist der Fragetext 712,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 713,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 714,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 715,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 716,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 717,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 718,,unknown,not analyzed,
Das ist der Fragetext 719,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 720,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 721,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 722,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 723,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 724,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 725,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 726,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 727,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 728,,unknown,not analyzed,
Das ist der Fragetext 729,,unknown,not analyzed,
Das ist der Fragetext 730,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 731,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 732,,unknown,not analyzed,
Das ist der Fragetext 733,,unknown,not analyzed,
Das ist der Fragetext 734,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 735,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 736,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 737,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 738,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 739,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 740,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 741,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 742,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 743,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 744,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 745,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 746,,unknown,not analyzed,
Das ist der Fragetext 747,,unknown,not analyzed,
Das ist der Fragetext 748,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 749,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 750,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 751,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 752,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 753,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 754,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 755,,unknown,not analyzed,
Das ist der Fragetext 756,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 757,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 758,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 759,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 760,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 761,,unknown,not analyzed,
Das ist der Fragetext 762,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 763,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 764,,unknown,not analyzed,
Das ist der Fragetext 765,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 766,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 767,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 768,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 769,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 770,,unknown,not analyzed,
Das ist der Fragetext 771,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 772,,unknown,not analyzed,
Das ist der Fragetext 773,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 774,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 775,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 776,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 777,,unknown,not analyzed,
Das ist der Fragetext 778,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 779,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 780,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 781,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 782,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 783,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 784,,unknown,not analyzed,
Das ist der Fragetext 785,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 786,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 787,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 788,,unknown,not analyzed,
Das ist der Fragetext 789,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 790,,unknown,not analyzed,
Das ist der Fragetext 791,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 792,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 793,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 794,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 795,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 796,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 797,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 798,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 799,,unknown,not analyzed,
Das ist der Fragetext 800,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 801,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 802,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 803,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 804,,unknown,not analyzed,
