Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Das ist der Fragetext 406,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 407,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 408,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 409,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 410,,unknown,not analyzed,
Das ist der Fragetext 411,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 412,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 413,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 414,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 415,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 416,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 417,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 418,,unknown,not analyzed,
Das ist der Fragetext 419,,unknown,not analyzed,
Das ist der Fragetext 420,,unknown,not analyzed,
Das ist der Fragetext 421,,unknown,not analyzed,
Das ist der Fragetext 422,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 423,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 424,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 425,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 426,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 427,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 428,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 429,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 430,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 431,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 432,,unknown,not analyzed,
Das ist der Fragetext 433,,unknown,not analyzed,
Das ist der Fragetext 434,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 435,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 436,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 437,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 438,,unknown,not analyzed,
Das ist der Fragetext 439,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 440,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 441,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 442,,unknown,not analyzed,
Das ist der Fragetext 443,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 444,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 445,,unknown,not analyzed,
Das ist der Fragetext 446,,unknown,not analyzed,
Das ist der Fragetext 447,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 448,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 449,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 450,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 451,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 452,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 453,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 454,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 455,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 456,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 457,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 458,,unknown,not analyzed,
Das ist der Fragetext 459,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 460,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 461,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 462,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 463,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 464,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 465,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 466,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 467,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 468,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 469,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 470,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 471,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 472,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 473,,unknown,not analyzed,
Das ist der Fragetext 474,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 475,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 476,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 477,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 478,,unknown,not analyzed,
Das ist der Fragetext 479,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 480,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 481,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 482,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 483,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 484,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 485,,unknown,not analyzed,
Das ist der Fragetext 486,,unknown,not analyzed,
Das ist der Fragetext 487,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 488,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 489,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 490,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 491,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 492,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 493,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 494,,unknown,not analyzed,
Das ist der Fragetext 495,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 496,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 497,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 498,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 499,,unknown,not analyzed,
Das ist der Fragetext 500,,unknown,not analyzed,
Das ist der Fragetext 501,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 502,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 503,,unknown,not analyzed,
Das ist der Fragetext 504,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 505,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 506,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 507,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 508,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 509,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 510,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 511,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 512,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 513,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 514,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 515,,unknown,not analyzed,
Das ist der Fragetext 516,,unknown,not analyzed,
Das ist der Fragetext 517,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 518,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 519,,unknown,not analyzed,
Das ist der Fragetext 520,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 521,,unknown,not analyzed,
Das ist der Fragetext 522,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 523,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 524,,unknown,not analyzed,
Das ist der Fragetext 525,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 526,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 527,,unknown,not analyzed,
Das ist der Fragetext 528,,unknown,not analyzed,
Das ist der Fragetext 529,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 530,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 531,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 532,,unknown,not analyzed,
Das ist der Fragetext 533,,unknown,not analyzed,
Das ist der Fragetext 534,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 535,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 536,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 537,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 538,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 539,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 540,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 541,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 542,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 543,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 544,,unknown,not analyzed,
Das ist der Fragetext 545,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 546,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 547,,unknown,not analyzed,
Das ist der Fragetext 548,,unknown,not analyzed,
Das ist der Fragetext 549,,unknown,not analyzed,
Das ist der Fragetext 550,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 551,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 552,,unknown,not analyzed,
Das ist der Fragetext 553,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 554,,unknown,not analyzed,
Das ist der Fragetext 555,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 556,,unknown,not analyzed,
Das ist der Fragetext 557,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 558,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 559,,unknown,not analyzed,
Das ist der Fragetext 560,,unknown,not analyzed,
Das ist der Fragetext 561,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 562,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 563,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 564,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 565,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 566,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 567,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 568,,unknown,not analyzed,
Das ist der Fragetext 569,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 570,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 571,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 572,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 573,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 574,,unknown,not analyzed,
Das ist der Fragetext 575,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 576,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 577,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 578,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 579,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 580,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 581,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 582,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 583,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 584,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 585,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 586,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 587,,unknown,not analyzed,
Das ist der Fragetext 588,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 589,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 590,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 591,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 592,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 593,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 594,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 595,,unknown,not analyzed,
Das ist der Fragetext 596,,unknown,not analyzed,
Das ist der Fragetext 597,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 598,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 599,,unknown,not analyzed,
Das ist der Fragetext 600,,unknown,not analyzed,
Das ist der Fragetext 601,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 602,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 603,,unknown,not analyzed,
Das ist der Fragetext 604,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 605,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 606,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 607,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 608,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 609,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 610,,unknown,not analyzed,
Das ist der Fragetext 611,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 612,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 613,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 614,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 615,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 616,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 617,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 618,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 619,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 620,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 621,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 622,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 623,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 624,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 625,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 626,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 627,,unknown,not analyzed,
Das ist der Fragetext 628,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 629,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 630,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 631,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 632,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 633,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 634,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 635,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 636,,unknown,not analyzed,
Das ist der Fragetext 637,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 638,,unknown,not analyzed,
Das ist der Fragetext 639,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 640,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 641,,unknown,not analyzed,
Das ist der Fragetext 642,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 643,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 644,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 645,,unknown,not analyzed,
Das ist der Fragetext 646,,unknown,not analyzed,
Das ist der Fragetext 647,,unknown,not analyzed,
Das ist der Fragetext 648,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 649,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 650,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 651,,unknown,not analyzed,
Das ist der Fragetext 652,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 653,,unknown,not analyzed,
Das ist der Fragetext 654,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 655,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 656,,unknown,not analyzed,
Das ist der Fragetext 657,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 658,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 659,,unknown,not analyzed,
Das ist der Fragetext 660,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 661,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 662,,unknown,not analyzed,
Das ist der Fragetext 663,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 664,,unknown,not analyzed,
Das ist der Fragetext 665,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 666,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 667,,unknown,not analyzed,
Das ist der Fragetext 668,,unknown,not analyzed,
Das ist der Fragetext 669,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 670,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 671,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 672,,unknown,not analyzed,
Das ist der Fragetext 673,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 674,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 675,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 676,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 677,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 678,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 679,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 680,,unknown,not analyzed,
Das ist der Fragetext 681,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 682,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 683,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 684,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 685,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 686,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 687,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 688,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 689,,unknown,not analyzed,
Das ist der Fragetext 690,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 691,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 692,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 693,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 694,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 695,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 696,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 697,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 698,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 699,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 700,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 701,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 702,,unknown,not analyzed,
Das ist der Fragetext 703,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 704,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 705,,unknown,not analyzed,
Das ist der Fragetext 706,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 707,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 708,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 709,,unknown,not analyzed,
Das ist der Fragetext 710,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 711,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 712,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 713,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 714,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 715,,unknown,not analyzed,
Das ist der Fragetext 716,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 717,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 718,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 719,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 720,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 721,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 722,,unknown,not analyzed,
Das ist der Fragetext 723,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 724,,unknown,not analyzed,
Das ist der Fragetext 725,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 726,,unknown,not analyzed,
Das ist der Fragetext 727,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 728,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 729,,unknown,not analyzed,
Das ist der Fragetext 730,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 731,,unknown,not analyzed,
Das ist der Fragetext 732,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 733,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 734,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 735,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 736,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 737,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 738,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 739,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 740,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 741,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 742,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 743,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 744,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 745,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 746,,unknown,not analyzed,
Das ist der Fragetext 747,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 748,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 749,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 750,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 751,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 752,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 753,,unknown,not analyzed,
Das ist der Fragetext 754,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 755,,unknown,not analyzed,
Das ist der Fragetext 756,,unknown,not analyzed,
Das ist der Fragetext 757,,unknown,not analyzed,
Das ist der Fragetext 758,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 759,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 760,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 761,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 762,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 763,,unknown,not analyzed,
Das ist der Fragetext 764,,unknown,not analyzed,
Das ist der Fragetext 765,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 766,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 767,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 768,,unknown,not analyzed,
Das ist der Fragetext 769,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 770,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 771,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 772,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 773,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 774,,unknown,not analyzed,
Das ist der Fragetext 775,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 776,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 777,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 778,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 779,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 780,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 781,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 782,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 783,,unknown,not analyzed,
Das ist der Fragetext 784,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 785,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 786,,unknown,not analyzed,
Das ist der Fragetext 787,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 788,,unknown,not analyzed,
Das ist der Fragetext 789,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 790,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 791,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 792,,unknown,not analyzed,
Das ist der Fragetext 793,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 794,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 795,,unknown,not analyzed,
Das ist der Fragetext 796,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 797,,unknown,not analyzed,
Das ist der Fragetext 798,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 799,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 800,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 801,,unknown,not analyzed,
Das ist der Fragetext 802,,unknown,not analyzed,
Das ist der Fragetext 803,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 804,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 805,,unknown,not analyzed,
Das ist der Fragetext 806,,unknown,not analyzed,
Das ist der Fragetext 807,,unknown,not analyzed,
Das ist der Fragetext 808,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 809,,unknown,not analyzed,
Das ist der Fragetext 810,sympathischer LV-Leiter,de,positive,0.9587876051664352
