Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Das ist der Fragetext 403,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 404,,unknown,not analyzed,
Das ist der Fragetext 405,,unknown,not analyzed,
Das ist der Fragetext 406,,unknown,not analyzed,
Das ist der Fragetext 407,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 408,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 409,,unknown,not analyzed,
Das ist der Fragetext 410,,unknown,not analyzed,
Das ist der Fragetext 411,,unknown,not analyzed,
Das ist der Fragetext 412,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 413,,unknown,not analyzed,
Das ist der Fragetext 414,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 415,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 416,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 417,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 418,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 419,,unknown,not analyzed,
Das ist der Fragetext 420,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 421,sympathischer LV-Leiter,en,positive,0.9265090376138687
Das ist der Fragetext 422,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 423,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 424,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 425,,unknown,not analyzed,
Das ist der Fragetext 426,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 427,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 428,,unknown,not analyzed,
Das ist der Fragetext 429,,unknown,not analyzed,
Das ist der Fragetext 430,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 431,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 432,,unknown,not analyzed,
Das ist der Fragetext 433,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 434,,unknown,not analyzed,
Das ist der Fragetext 435,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 436,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 437,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 438,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 439,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 440,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 441,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 442,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 443,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 444,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 445,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 446,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 447,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 448,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 449,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 450,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 451,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 452,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 453,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 454,,unknown,not analyzed,
Das ist der Fragetext 455,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 456,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 457,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 458,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 459,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 460,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 461,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 462,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 463,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 464,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 465,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 466,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 467,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 468,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 469,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 470,,unknown,not analyzed,
Das ist der Fragetext 471,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 472,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 473,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 474,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 475,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 476,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 477,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 478,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 479,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 480,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 481,,unknown,not analyzed,
Das ist der Fragetext 482,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 483,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 484,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 485,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 486,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 487,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 488,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 489,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 490,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 491,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 492,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 493,,unknown,not analyzed,
Das ist der Fragetext 494,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 495,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 496,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 497,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 498,,unknown,not analyzed,
Das ist der Fragetext 499,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 500,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 501,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 502,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 503,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 504,,unknown,not analyzed,
Das ist der Fragetext 505,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 506,,unknown,not analyzed,
Das ist der Fragetext 507,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 508,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 509,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 510,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 511,,unknown,not analyzed,
Das ist der Fragetext 512,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 513,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 514,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 515,,unknown,not analyzed,
Das ist der Fragetext 516,,unknown,not analyzed,
Das ist der Fragetext 517,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 518,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 519,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 520,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 521,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 522,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 523,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 524,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 525,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 526,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 527,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 528,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 529,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 530,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 531,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 532,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 533,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 534,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 535,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 536,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 537,,unknown,not analyzed,
Das ist der Fragetext 538,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 539,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 540,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 541,,unknown,not analyzed,
Das ist der Fragetext 542,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 543,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 544,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 545,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 546,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 547,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 548,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 549,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 550,,unknown,not analyzed,
Das ist der Fragetext 551,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 552,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 553,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 554,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 555,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 556,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 557,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 558,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 559,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 560,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 561,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 562,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 563,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 564,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 565,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 566,,unknown,not analyzed,
Das ist der Fragetext 567,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 568,,unknown,not analyzed,
Das ist der Fragetext 569,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 570,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 571,,unknown,not analyzed,
Das ist der Fragetext 572,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 573,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 574,,unknown,not analyzed,
Das ist der Fragetext 575,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 576,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 577,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 578,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 579,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 580,,unknown,not analyzed,
Das ist der Fragetext 581,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 582,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 583,,unknown,not analyzed,
Das ist der Fragetext 584,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 585,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 586,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 587,,unknown,not analyzed,
Das ist der Fragetext 588,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 589,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 590,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 591,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 592,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 593,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 594,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 595,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 596,,unknown,not analyzed,
Das ist der Fragetext 597,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 598,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 599,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 600,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 601,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 602,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 603,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 604,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 605,,unknown,not analyzed,
Das ist der Fragetext 606,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 607,,unknown,not analyzed,
Das ist der Fragetext 608,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 609,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 610,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 611,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 612,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 613,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 614,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 615,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 616,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 617,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 618,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 619,,unknown,not analyzed,
Das ist der Fragetext 620,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 621,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 622,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 623,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 624,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 625,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 626,,unknown,not analyzed,
Das ist der Fragetext 627,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 628,,unknown,not analyzed,
Das ist der Fragetext 629,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 630,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 631,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 632,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 633,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 634,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 635,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 636,,unknown,not analyzed,
Das ist der Fragetext 637,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 638,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 639,,unknown,not analyzed,
Das ist der Fragetext 640,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 641,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 642,,unknown,not analyzed,
Das ist der Fragetext 643,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 644,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 645,,unknown,not analyzed,
Das ist der Fragetext 646,,unknown,not analyzed,
Das ist der Fragetext 647,,unknown,not analyzed,
Das ist der Fragetext 648,,unknown,not analyzed,
Das ist der Fragetext 649,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 650,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 651,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 652,,unknown,not analyzed,
Das ist der Fragetext 653,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 654,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 655,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 656,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 657,,unknown,not analyzed,
Das ist der Fragetext 658,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 659,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 660,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 661,,unknown,not analyzed,
Das ist der Fragetext 662,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 663,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 664,,unknown,not analyzed,
Das ist der Fragetext 665,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 666,,unknown,not analyzed,
Das ist der Fragetext 667,,unknown,not analyzed,
Das ist der Fragetext 668,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 669,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 670,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 671,,unknown,not analyzed,
Das ist der Fragetext 672,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 673,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 674,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 675,,unknown,not analyzed,
Das ist der Fragetext 676,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 677,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 678,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 679,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 680,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 681,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 682,,unknown,not analyzed,
Das ist der Fragetext 683,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 684,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 685,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 686,,unknown,not analyzed,
Das ist der Fragetext 687,,unknown,not analyzed,
Das ist der Fragetext 688,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 689,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 690,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 691,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 692,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 693,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 694,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 695,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 696,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 697,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 698,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 699,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 700,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 701,,unknown,not analyzed,
Das ist der Fragetext 702,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 703,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 704,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 705,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 706,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 707,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 708,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 709,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 710,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 711,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 712,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 713,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 714,,unknown,not analyzed,
Das ist der Fragetext 715,,unknown,not analyzed,
Das ist der Fragetext 716,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 717,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 718,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 719,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 720,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 721,,unknown,not analyzed,
Das ist der Fragetext 722,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 723,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 724,,unknown,not analyzed,
Das ist der Fragetext 725,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 726,,unknown,not analyzed,
Das ist der Fragetext 727,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 728,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 729,,unknown,not analyzed,
Das ist der Fragetext 730,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 731,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 732,,unknown,not analyzed,
Das ist der Fragetext 733,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 734,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 735,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 736,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 737,,unknown,not analyzed,
Das ist der Fragetext 738,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 739,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 740,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 741,,unknown,not analyzed,
Das ist der Fragetext 742,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 743,,unknown,not analyzed,
Das ist der Fragetext 744,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 745,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 746,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 747,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 748,,unknown,not analyzed,
Das ist der Fragetext 749,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 750,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 751,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 752,,unknown,not analyzed,
Das ist der Fragetext 753,,unknown,not analyzed,
Das ist der Fragetext 754,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 755,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 756,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 757,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 758,,unknown,not analyzed,
Das ist der Fragetext 759,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 760,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 761,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 762,,unknown,not analyzed,
Das ist der Fragetext 763,,unknown,not analyzed,
Das ist der Fragetext 764,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 765,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 766,,unknown,not analyzed,
Das ist der Fragetext 767,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 768,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 769,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 770,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 771,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 772,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 773,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 774,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 775,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 776,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 777,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 778,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 779,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 780,,unknown,not analyzed,
Das ist der Fragetext 781,,unknown,not analyzed,
Das ist der Fragetext 782,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 783,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 784,,unknown,not analyzed,
Das ist der Fragetext 785,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 786,,unknown,not analyzed,
Das ist der Fragetext 787,,unknown,not analyzed,
Das ist der Fragetext 788,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 789,,unknown,not analyzed,
Das ist der Fragetext 790,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 791,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 792,,unknown,not analyzed,
Das ist der Fragetext 793,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 794,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 795,,unknown,not analyzed,
Das ist der Fragetext 796,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 797,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 798,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 799,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 800,,unknown,not analyzed,
Das ist der Fragetext 801,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 802,,unknown,not analyzed,
Das ist der Fragetext 803,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 804,sympathischer LV-Leiter,de,positive,0.9587876051664352
